央视频道,#genre#
万合出品, http://jd.xiaodan01.xyz:35455/douyu/9220456
万合出品, http://epg.112114.xyz/douyu/9220456
开心麻花经典小品, http://jd.xiaodan01.xyz:35455/douyu/10153463
开心麻花经典小品, http://epg.112114.xyz/douyu/10153463
宋小宝小品, http://jd.xiaodan01.xyz:35455/douyu/9817729
宋小宝小品, http://epg.112114.xyz/douyu/9817729
许君聪经典小品, http://jd.xiaodan01.xyz:35455/douyu/10419558
许君聪经典小品, http://epg.112114.xyz/douyu/10419558
辽视欢乐大集锦, http://jd.xiaodan01.xyz:35455/douyu/9403712
辽视欢乐大集锦, http://epg.112114.xyz/douyu/9403712
龙视本山快乐营, http://jd.xiaodan01.xyz:35455/douyu/9374865
龙视本山快乐营, http://epg.112114.xyz/douyu/9374865
龙视爱笑会议室, http://jd.xiaodan01.xyz:35455/douyu/9375430
龙视爱笑会议室, http://epg.112114.xyz/douyu/9375430
辽视辽宁春晚, http://jd.xiaodan01.xyz:35455/douyu/9403738
辽视辽宁春晚, http://epg.112114.xyz/douyu/9403738
辽视组团上春晚, http://jd.xiaodan01.xyz:35455/douyu/9406416
辽视组团上春晚, http://epg.112114.xyz/douyu/9406416


虎牙,#genre#
星爷经典不间断, http://jd.xiaodan01.xyz:35455/huya/11342412
星爷经典不间断, http://192.168.1.8:35455/huya/11342412
铁齿铜ya纪晓岚, http://jd.xiaodan01.xyz:35455/huya/11342396
铁齿铜ya纪晓岚, http://192.168.1.8:35455/huya/11342396
沈腾~华仔~古校长~徐峥~经典不间断, http://jd.xiaodan01.xyz:35455/huya/138531
沈腾~华仔~古校长~徐峥~经典不间断, http://192.168.1.8:35455/huya/138531
范闲书写人生传奇, http://jd.xiaodan01.xyz:35455/huya/11352960
范闲书写人生传奇, http://192.168.1.8:35455/huya/11352960
《云南虫谷》奔跑吧，胡八一!, http://jd.xiaodan01.xyz:35455/huya/11352898
《云南虫谷》奔跑吧，胡八一!, http://192.168.1.8:35455/huya/11352898
我曾小咸又回来啦, http://jd.xiaodan01.xyz:35455/huya/11336726
我曾小咸又回来啦, http://192.168.1.8:35455/huya/11336726
林正英搞笑僵尸系列, http://jd.xiaodan01.xyz:35455/huya/11342421
林正英搞笑僵尸系列, http://192.168.1.8:35455/huya/11342421
【纪晓岚】和珅样样精通, http://jd.xiaodan01.xyz:35455/huya/29528547
【纪晓岚】和珅样样精通, http://192.168.1.8:35455/huya/29528547
【林正英】僵尸猛鬼大片, http://jd.xiaodan01.xyz:35455/huya/25256065
【林正英】僵尸猛鬼大片, http://192.168.1.8:35455/huya/25256065
喜剧搞笑片, http://jd.xiaodan01.xyz:35455/huya/25098954
喜剧搞笑片, http://192.168.1.8:35455/huya/25098954
沈腾经典片放映, http://jd.xiaodan01.xyz:35455/huya/11601968
沈腾经典片放映, http://192.168.1.8:35455/huya/11601968
搞笑惊悚恐怖电影, http://jd.xiaodan01.xyz:35455/huya/26058097
搞笑惊悚恐怖电影, http://192.168.1.8:35455/huya/26058097
林正英周星驰经典不变, http://jd.xiaodan01.xyz:35455/huya/29510860
林正英周星驰经典不变, http://192.168.1.8:35455/huya/29510860
成龙经典武打动作片, http://jd.xiaodan01.xyz:35455/huya/11342386
成龙经典武打动作片, http://192.168.1.8:35455/huya/11342386
医馆笑传, http://jd.xiaodan01.xyz:35455/huya/11352891
医馆笑传, http://192.168.1.8:35455/huya/11352891
鬼吹灯虐我千百遍，我待鬼吹灯如初恋, http://jd.xiaodan01.xyz:35455/huya/11352883
鬼吹灯虐我千百遍，我待鬼吹灯如初恋, http://192.168.1.8:35455/huya/11352883
胡八一胖子沙漠古城找鬼洞, http://jd.xiaodan01.xyz:35455/huya/11352871
胡八一胖子沙漠古城找鬼洞, http://192.168.1.8:35455/huya/11352871
李连杰系列 武打高产王, http://jd.xiaodan01.xyz:35455/huya/11342390
李连杰系列 武打高产王, http://192.168.1.8:35455/huya/11342390
神医喜来乐, http://jd.xiaodan01.xyz:35455/huya/11601978
神医喜来乐, http://192.168.1.8:35455/huya/11601978
我就问你这瓜保熟吗, http://jd.xiaodan01.xyz:35455/huya/11601970
我就问你这瓜保熟吗, http://192.168.1.8:35455/huya/11601970
贝爷, http://jd.xiaodan01.xyz:35455/huya/24766781
贝爷, http://192.168.1.8:35455/huya/24766781
飙车的老司机的直播间, http://jd.xiaodan01.xyz:35455/huya/11352894
飙车的老司机的直播间, http://192.168.1.8:35455/huya/11352894
【喜剧专场】我们一起找乐子, http://jd.xiaodan01.xyz:35455/huya/11602044
【喜剧专场】我们一起找乐子, http://192.168.1.8:35455/huya/11602044
我是一颗小虎牙, http://jd.xiaodan01.xyz:35455/huya/27989418
我是一颗小虎牙, http://192.168.1.8:35455/huya/27989418
超级英雄电影·永远的神！, http://jd.xiaodan01.xyz:35455/huya/11352950
超级英雄电影·永远的神！, http://192.168.1.8:35455/huya/11352950
唐探, http://jd.xiaodan01.xyz:35455/huya/880261
唐探, http://192.168.1.8:35455/huya/880261
贺岁档, http://jd.xiaodan01.xyz:35455/huya/11601986
贺岁档, http://192.168.1.8:35455/huya/11601986
高智商犯罪, http://jd.xiaodan01.xyz:35455/huya/11352962
高智商犯罪, http://192.168.1.8:35455/huya/11352962
警匪, http://jd.xiaodan01.xyz:35455/huya/11352886
警匪, http://192.168.1.8:35455/huya/11352886
国产悬疑, http://jd.xiaodan01.xyz:35455/huya/11342395
国产悬疑, http://192.168.1.8:35455/huya/11342395
经典港剧, http://jd.xiaodan01.xyz:35455/huya/11352965
经典港剧, http://192.168.1.8:35455/huya/11352965
死神来了系列, http://jd.xiaodan01.xyz:35455/huya/11352903
死神来了系列, http://192.168.1.8:35455/huya/11352903
吐槽大会, http://jd.xiaodan01.xyz:35455/huya/21059555
吐槽大会, http://192.168.1.8:35455/huya/21059555
七龙珠,http://192.168.1.8:35455/huya/11601966
七龙珠,http://jd.xiaodan01.xyz:35455/huya/11601966
